student_id,registered_at,channel,ab_group,lessons_completed,completed_course
1476,2024-11-28 17:00:00,Органический поиск,control,7,False
1477,2024-11-20 16:00:00,Таргетированная реклама,test,4,False
1478,2024-11-24 17:00:00,Email-рассылка,control,2,False
1479,2024-11-25 10:00:00,Реферальная программа,control,2,False
1480,2024-11-02 14:00:00,Органический поиск,test,2,False
1481,2024-11-25 12:00:00,Email-рассылка,control,4,False
1482,2024-11-22 19:00:00,Органический поиск,test,8,True
1483,2024-11-24 15:00:00,Реферальная программа,test,2,False
1484,2024-11-27 18:00:00,Email-рассылка,test,2,False
1485,2024-11-18 18:00:00,Таргетированная реклама,test,7,False
1486,2024-11-18 21:00:00,Реферальная программа,control,8,True
1487,2024-11-20 20:00:00,Таргетированная реклама,test,2,False
1488,2024-11-26 08:00:00,Реферальная программа,test,2,False
1489,2024-11-09 18:00:00,Контекстная реклама,control,8,True
1490,2024-11-20 13:00:00,Реферальная программа,test,8,True
1491,2024-11-25 09:00:00,Контекстная реклама,control,1,False
1492,2024-11-12 15:00:00,Органический поиск,test,1,False
1493,2024-11-05 20:00:00,Контекстная реклама,control,2,False
1494,2024-11-02 19:00:00,Таргетированная реклама,control,8,True
1495,2024-11-28 09:00:00,Органический поиск,control,3,False
1496,2024-11-14 11:00:00,Таргетированная реклама,control,5,False
1497,2024-11-26 18:00:00,Органический поиск,test,8,True
1498,2024-11-10 22:00:00,Email-рассылка,test,8,True
1499,2024-11-06 09:00:00,Реферальная программа,test,2,False
1500,2024-11-13 09:00:00,Email-рассылка,test,0,False
1501,2024-11-18 18:00:00,Таргетированная реклама,control,8,True
1502,2024-11-27 17:00:00,Реферальная программа,test,2,False
1503,2024-11-02 20:00:00,Email-рассылка,test,2,False
1504,2024-11-16 10:00:00,Реферальная программа,test,8,True
1505,2024-11-20 15:00:00,Таргетированная реклама,control,2,False
1506,2024-11-12 20:00:00,Органический поиск,test,8,True
1507,2024-11-19 13:00:00,Таргетированная реклама,test,1,False
1508,2024-11-25 13:00:00,Контекстная реклама,test,1,False
1509,2024-11-28 08:00:00,Таргетированная реклама,test,8,True
1510,2024-11-14 19:00:00,Органический поиск,control,0,False
1511,2024-11-17 14:00:00,Таргетированная реклама,control,8,True
1512,2024-11-16 13:00:00,Контекстная реклама,test,8,True
1513,2024-11-26 17:00:00,Реферальная программа,control,8,True
1514,2024-11-29 20:00:00,Email-рассылка,control,3,False
1515,2024-11-30 20:00:00,Таргетированная реклама,test,8,True
1516,2024-11-14 13:00:00,Таргетированная реклама,test,1,False
1517,2024-11-08 17:00:00,Органический поиск,test,2,False
1518,2024-11-12 13:00:00,Контекстная реклама,control,2,False
1519,2024-11-22 20:00:00,Органический поиск,control,8,True
1520,2024-11-24 19:00:00,Таргетированная реклама,test,1,False
1521,2024-11-25 17:00:00,Таргетированная реклама,control,2,False
1522,2024-11-04 20:00:00,Реферальная программа,control,0,False
1523,2024-11-25 15:00:00,Таргетированная реклама,control,8,True
1524,2024-11-10 16:00:00,Таргетированная реклама,test,1,False
1525,2024-11-25 10:00:00,Контекстная реклама,control,0,False
1526,2024-11-09 18:00:00,Таргетированная реклама,test,4,False
1527,2024-11-20 12:00:00,Органический поиск,control,2,False
1528,2024-11-24 16:00:00,Реферальная программа,control,8,True
1529,2024-11-11 08:00:00,Таргетированная реклама,test,0,False
1530,2024-11-26 13:00:00,Таргетированная реклама,test,8,True
1531,2024-11-16 17:00:00,Контекстная реклама,test,8,True
1532,2024-11-28 17:00:00,Таргетированная реклама,control,2,False
1533,2024-11-21 16:00:00,Реферальная программа,test,8,True
1534,2024-11-18 11:00:00,Email-рассылка,test,0,False
1535,2024-11-17 17:00:00,Реферальная программа,test,2,False
1536,2024-11-11 17:00:00,Таргетированная реклама,test,2,False
1537,2024-11-21 16:00:00,Органический поиск,control,8,True
1538,2024-11-23 13:00:00,Реферальная программа,test,2,False
1539,2024-11-12 10:00:00,Таргетированная реклама,control,0,False
1540,2024-11-22 16:00:00,Email-рассылка,test,2,False
1541,2024-11-16 08:00:00,Контекстная реклама,control,6,False
1542,2024-11-18 21:00:00,Таргетированная реклама,control,1,False
1543,2024-11-02 13:00:00,Таргетированная реклама,control,2,False
1544,2024-11-14 12:00:00,Таргетированная реклама,control,1,False
1545,2024-11-05 14:00:00,Таргетированная реклама,test,3,False
1546,2024-11-30 09:00:00,Таргетированная реклама,test,8,True
1547,2024-11-06 21:00:00,Реферальная программа,control,8,True
1548,2024-11-27 22:00:00,Реферальная программа,test,8,True
1549,2024-11-03 20:00:00,Таргетированная реклама,control,8,True
1550,2024-11-19 16:00:00,Email-рассылка,test,1,False
1551,2024-11-26 22:00:00,Таргетированная реклама,control,5,False
1552,2024-11-25 12:00:00,Таргетированная реклама,control,0,False
1553,2024-11-20 14:00:00,Таргетированная реклама,control,2,False
1554,2024-11-15 10:00:00,Email-рассылка,test,2,False
1555,2024-11-14 14:00:00,Контекстная реклама,test,8,True
1556,2024-11-01 21:00:00,Контекстная реклама,test,8,True
1557,2024-11-14 17:00:00,Таргетированная реклама,test,0,False
1558,2024-11-04 16:00:00,Реферальная программа,test,8,True
1559,2024-11-20 16:00:00,Органический поиск,control,8,True
1560,2024-11-16 17:00:00,Email-рассылка,control,5,False
1561,2024-11-26 17:00:00,Контекстная реклама,control,8,True
1562,2024-11-01 14:00:00,Органический поиск,control,6,False
1563,2024-11-13 15:00:00,Органический поиск,test,8,True
1564,2024-11-22 09:00:00,Реферальная программа,test,2,False
1565,2024-11-25 14:00:00,Таргетированная реклама,control,0,False
1566,2024-11-16 18:00:00,Таргетированная реклама,test,0,False
1567,2024-11-15 11:00:00,Органический поиск,test,2,False
1568,2024-11-13 12:00:00,Органический поиск,control,1,False
1569,2024-11-04 20:00:00,Реферальная программа,test,8,True
1570,2024-11-18 10:00:00,Контекстная реклама,test,1,False
1571,2024-11-09 10:00:00,Контекстная реклама,control,1,False
1572,2024-11-16 20:00:00,Email-рассылка,test,2,False
1573,2024-11-20 09:00:00,Таргетированная реклама,control,1,False
1574,2024-11-22 12:00:00,Таргетированная реклама,control,8,True
1575,2024-11-23 21:00:00,Реферальная программа,control,2,False
1576,2024-11-16 14:00:00,Реферальная программа,control,2,False
1577,2024-11-30 20:00:00,Контекстная реклама,test,5,False
1578,2024-11-23 19:00:00,Органический поиск,test,8,True
1579,2024-11-18 08:00:00,Таргетированная реклама,control,1,False
1580,2024-11-18 11:00:00,Реферальная программа,test,8,True
1581,2024-11-29 21:00:00,Органический поиск,control,4,False
1582,2024-11-27 12:00:00,Реферальная программа,test,8,True
1583,2024-11-26 14:00:00,Таргетированная реклама,control,2,False
1584,2024-11-17 22:00:00,Таргетированная реклама,test,7,False
1585,2024-11-16 09:00:00,Контекстная реклама,control,2,False
1586,2024-11-23 22:00:00,Таргетированная реклама,test,8,True
1587,2024-11-08 17:00:00,Контекстная реклама,test,3,False
1588,2024-11-17 17:00:00,Органический поиск,control,2,False
1589,2024-11-24 08:00:00,Органический поиск,test,2,False
1590,2024-11-27 17:00:00,Таргетированная реклама,test,2,False
1591,2024-11-10 20:00:00,Органический поиск,test,4,False
1592,2024-11-19 13:00:00,Органический поиск,control,0,False
1593,2024-11-26 09:00:00,Таргетированная реклама,test,2,False
1594,2024-11-13 09:00:00,Таргетированная реклама,test,8,True
1595,2024-11-24 09:00:00,Таргетированная реклама,test,1,False
1596,2024-11-05 14:00:00,Контекстная реклама,control,2,False
1597,2024-11-27 20:00:00,Реферальная программа,test,3,False
1598,2024-11-28 08:00:00,Реферальная программа,test,2,False
1599,2024-11-25 14:00:00,Таргетированная реклама,control,8,True
1600,2024-11-22 14:00:00,Органический поиск,test,2,False
1601,2024-11-26 13:00:00,Таргетированная реклама,test,2,False
1602,2024-11-09 15:00:00,Реферальная программа,control,3,False
1603,2024-11-01 16:00:00,Email-рассылка,test,0,False
1604,2024-11-17 11:00:00,Таргетированная реклама,control,1,False
1605,2024-11-05 19:00:00,Контекстная реклама,test,8,True
1606,2024-11-26 15:00:00,Таргетированная реклама,control,2,False
1607,2024-11-05 13:00:00,Таргетированная реклама,control,3,False
1608,2024-11-28 22:00:00,Контекстная реклама,control,1,False
1609,2024-11-06 18:00:00,Таргетированная реклама,control,1,False
1610,2024-11-28 10:00:00,Контекстная реклама,control,2,False
1611,2024-11-21 22:00:00,Органический поиск,test,2,False
1612,2024-11-04 16:00:00,Контекстная реклама,test,0,False
1613,2024-11-09 13:00:00,Email-рассылка,control,2,False
1614,2024-11-10 11:00:00,Органический поиск,test,5,False
1615,2024-11-05 09:00:00,Таргетированная реклама,control,0,False
1616,2024-11-18 11:00:00,Контекстная реклама,test,2,False
1617,2024-11-19 12:00:00,Реферальная программа,test,2,False
1618,2024-11-14 13:00:00,Таргетированная реклама,test,2,False
1619,2024-11-05 22:00:00,Реферальная программа,test,0,False
1620,2024-11-20 16:00:00,Таргетированная реклама,test,1,False
1621,2024-11-10 10:00:00,Органический поиск,control,8,True
1622,2024-11-02 13:00:00,Контекстная реклама,control,2,False
1623,2024-11-24 14:00:00,Контекстная реклама,test,1,False
1624,2024-11-03 09:00:00,Email-рассылка,test,8,True
1625,2024-11-21 15:00:00,Таргетированная реклама,control,5,False
1626,2024-11-10 15:00:00,Таргетированная реклама,control,8,True
1627,2024-11-01 21:00:00,Контекстная реклама,control,8,True
1628,2024-11-13 14:00:00,Реферальная программа,test,2,False
1629,2024-11-03 18:00:00,Контекстная реклама,test,1,False
1630,2024-11-20 18:00:00,Таргетированная реклама,control,4,False
1631,2024-11-11 10:00:00,Email-рассылка,test,6,False
1632,2024-11-23 16:00:00,Реферальная программа,test,1,False
1633,2024-11-15 14:00:00,Email-рассылка,test,1,False
1634,2024-11-28 10:00:00,Органический поиск,test,0,False
1635,2024-11-20 08:00:00,Контекстная реклама,test,1,False
1636,2024-11-08 22:00:00,Реферальная программа,control,8,True
1637,2024-11-05 09:00:00,Таргетированная реклама,test,1,False
1638,2024-11-13 21:00:00,Таргетированная реклама,control,5,False
1639,2024-11-19 13:00:00,Реферальная программа,control,8,True
1640,2024-11-23 09:00:00,Таргетированная реклама,control,2,False
1641,2024-11-30 22:00:00,Реферальная программа,test,8,True
1642,2024-11-03 17:00:00,Реферальная программа,test,2,False
1643,2024-11-20 14:00:00,Таргетированная реклама,test,2,False
1644,2024-11-16 20:00:00,Реферальная программа,control,2,False
1645,2024-11-20 18:00:00,Контекстная реклама,test,8,True
1646,2024-11-04 14:00:00,Email-рассылка,test,4,False
1647,2024-11-24 18:00:00,Органический поиск,control,3,False
1648,2024-11-08 19:00:00,Органический поиск,test,2,False
1649,2024-11-25 10:00:00,Реферальная программа,test,2,False
1650,2024-11-29 18:00:00,Реферальная программа,control,8,True
1651,2024-11-19 21:00:00,Email-рассылка,control,3,False
1652,2024-11-06 18:00:00,Email-рассылка,control,2,False
1653,2024-11-19 19:00:00,Реферальная программа,control,3,False
1654,2024-11-08 22:00:00,Реферальная программа,test,8,True
1655,2024-11-27 19:00:00,Реферальная программа,test,1,False
1656,2024-11-13 15:00:00,Таргетированная реклама,control,2,False
1657,2024-11-24 16:00:00,Таргетированная реклама,control,4,False
1658,2024-11-13 19:00:00,Таргетированная реклама,test,3,False
1659,2024-11-14 17:00:00,Реферальная программа,control,2,False
1660,2024-11-03 09:00:00,Email-рассылка,test,8,True
1661,2024-11-07 08:00:00,Таргетированная реклама,control,3,False
1662,2024-11-07 12:00:00,Реферальная программа,test,8,True
1663,2024-11-20 20:00:00,Таргетированная реклама,test,0,False
1664,2024-11-09 11:00:00,Реферальная программа,control,8,True
1665,2024-11-12 12:00:00,Email-рассылка,control,1,False
1666,2024-11-01 20:00:00,Органический поиск,test,2,False
1667,2024-11-23 09:00:00,Таргетированная реклама,test,2,False
1668,2024-11-27 12:00:00,Таргетированная реклама,control,1,False
1669,2024-11-07 11:00:00,Email-рассылка,test,1,False
1670,2024-11-02 08:00:00,Таргетированная реклама,control,2,False
1671,2024-11-12 19:00:00,Таргетированная реклама,control,4,False
1672,2024-11-29 12:00:00,Таргетированная реклама,test,1,False
1673,2024-11-02 14:00:00,Органический поиск,test,2,False
1674,2024-11-10 12:00:00,Реферальная программа,control,8,True
1675,2024-11-01 08:00:00,Таргетированная реклама,control,8,True
1676,2024-11-07 20:00:00,Реферальная программа,control,6,False
1677,2024-11-02 10:00:00,Email-рассылка,test,2,False
1678,2024-11-24 12:00:00,Контекстная реклама,control,2,False
1679,2024-11-02 18:00:00,Реферальная программа,test,3,False
1680,2024-11-06 13:00:00,Контекстная реклама,control,1,False
1681,2024-11-03 15:00:00,Таргетированная реклама,control,1,False
1682,2024-11-23 12:00:00,Контекстная реклама,test,6,False
1683,2024-11-22 16:00:00,Таргетированная реклама,test,2,False
1684,2024-11-11 12:00:00,Таргетированная реклама,control,1,False
1685,2024-11-19 14:00:00,Органический поиск,test,8,True
1686,2024-11-22 08:00:00,Email-рассылка,control,6,False
1687,2024-11-12 08:00:00,Контекстная реклама,control,1,False
1688,2024-11-10 15:00:00,Email-рассылка,control,1,False
1689,2024-11-20 20:00:00,Таргетированная реклама,control,4,False
1690,2024-11-07 22:00:00,Таргетированная реклама,test,8,True
1691,2024-11-14 20:00:00,Органический поиск,test,2,False
1692,2024-11-04 15:00:00,Реферальная программа,control,5,False
1693,2024-11-30 17:00:00,Контекстная реклама,test,8,True
1694,2024-11-12 18:00:00,Контекстная реклама,control,2,False
1695,2024-11-26 18:00:00,Таргетированная реклама,control,8,True
1696,2024-11-16 22:00:00,Email-рассылка,control,2,False
1697,2024-11-28 13:00:00,Таргетированная реклама,control,5,False
1698,2024-11-15 14:00:00,Органический поиск,test,8,True
1699,2024-11-04 19:00:00,Таргетированная реклама,test,2,False
1700,2024-11-05 11:00:00,Таргетированная реклама,test,8,True
1701,2024-11-21 09:00:00,Таргетированная реклама,test,8,True
1702,2024-11-22 21:00:00,Контекстная реклама,test,2,False
1703,2024-11-20 08:00:00,Контекстная реклама,control,1,False
1704,2024-11-20 21:00:00,Таргетированная реклама,test,2,False
1705,2024-11-28 21:00:00,Email-рассылка,test,8,True
1706,2024-11-01 10:00:00,Email-рассылка,test,5,False
1707,2024-11-18 19:00:00,Реферальная программа,test,8,True
1708,2024-11-17 12:00:00,Реферальная программа,test,8,True
1709,2024-11-06 12:00:00,Таргетированная реклама,test,2,False
1710,2024-11-25 22:00:00,Контекстная реклама,test,7,False
1711,2024-11-25 21:00:00,Реферальная программа,test,2,False
1712,2024-11-18 19:00:00,Органический поиск,control,1,False
1713,2024-11-27 14:00:00,Контекстная реклама,control,2,False
1714,2024-11-22 22:00:00,Органический поиск,control,8,True
1715,2024-11-01 16:00:00,Email-рассылка,control,1,False
1716,2024-11-02 22:00:00,Email-рассылка,test,1,False
1717,2024-11-14 18:00:00,Email-рассылка,control,4,False
1718,2024-11-28 08:00:00,Органический поиск,test,8,True
1719,2024-11-18 19:00:00,Органический поиск,control,8,True
1720,2024-11-27 20:00:00,Таргетированная реклама,control,6,False
1721,2024-11-30 21:00:00,Таргетированная реклама,control,5,False
1722,2024-11-15 17:00:00,Таргетированная реклама,test,1,False
1723,2024-11-07 08:00:00,Таргетированная реклама,test,1,False
1724,2024-11-03 21:00:00,Таргетированная реклама,test,8,True
1725,2024-11-30 14:00:00,Таргетированная реклама,control,3,False
1726,2024-11-07 10:00:00,Таргетированная реклама,control,2,False
1727,2024-11-30 11:00:00,Email-рассылка,test,2,False
1728,2024-11-11 11:00:00,Таргетированная реклама,control,2,False
1729,2024-11-22 20:00:00,Контекстная реклама,test,8,True
1730,2024-11-25 09:00:00,Email-рассылка,test,1,False
1731,2024-11-30 21:00:00,Органический поиск,control,2,False
1732,2024-11-18 08:00:00,Email-рассылка,test,1,False
1733,2024-11-22 18:00:00,Контекстная реклама,control,0,False
1734,2024-11-02 11:00:00,Таргетированная реклама,control,0,False
1735,2024-11-06 15:00:00,Органический поиск,control,5,False
1736,2024-11-09 10:00:00,Реферальная программа,test,7,False
1737,2024-11-07 21:00:00,Email-рассылка,control,8,True
1738,2024-11-28 10:00:00,Органический поиск,control,5,False
1739,2024-11-30 15:00:00,Органический поиск,control,2,False
1740,2024-11-06 17:00:00,Таргетированная реклама,test,2,False
1741,2024-11-06 14:00:00,Таргетированная реклама,control,5,False
1742,2024-11-11 11:00:00,Реферальная программа,test,8,True
1743,2024-11-09 12:00:00,Органический поиск,control,8,True
1744,2024-11-06 22:00:00,Органический поиск,control,8,True
1745,2024-11-25 09:00:00,Таргетированная реклама,test,2,False
1746,2024-11-06 08:00:00,Таргетированная реклама,test,6,False
1747,2024-11-20 21:00:00,Контекстная реклама,test,8,True
1748,2024-11-26 21:00:00,Реферальная программа,test,2,False
1749,2024-11-18 18:00:00,Реферальная программа,control,8,True
1750,2024-11-13 15:00:00,Email-рассылка,control,8,True
1751,2024-11-03 22:00:00,Контекстная реклама,test,3,False
1752,2024-11-25 14:00:00,Реферальная программа,control,2,False
1753,2024-11-07 08:00:00,Контекстная реклама,control,1,False
1754,2024-11-06 14:00:00,Реферальная программа,control,7,False
1755,2024-11-25 15:00:00,Таргетированная реклама,test,1,False
1756,2024-11-25 16:00:00,Реферальная программа,control,3,False
1757,2024-11-08 21:00:00,Таргетированная реклама,test,8,True
1758,2024-11-12 09:00:00,Таргетированная реклама,control,8,True
1759,2024-11-21 20:00:00,Органический поиск,test,2,False
1760,2024-11-19 15:00:00,Органический поиск,control,3,False
1761,2024-11-12 18:00:00,Email-рассылка,test,4,False
1762,2024-11-04 14:00:00,Реферальная программа,control,5,False
1763,2024-11-17 12:00:00,Email-рассылка,control,8,True
1764,2024-11-23 13:00:00,Таргетированная реклама,test,7,False
1765,2024-11-08 12:00:00,Таргетированная реклама,test,0,False
1766,2024-11-21 14:00:00,Email-рассылка,test,8,True
1767,2024-11-23 16:00:00,Реферальная программа,test,8,True
1768,2024-11-05 20:00:00,Реферальная программа,control,1,False
1769,2024-11-28 10:00:00,Органический поиск,control,1,False
1770,2024-11-12 14:00:00,Органический поиск,control,8,True
1771,2024-11-04 15:00:00,Таргетированная реклама,control,2,False
1772,2024-11-23 20:00:00,Таргетированная реклама,control,3,False
1773,2024-11-09 18:00:00,Email-рассылка,control,8,True
1774,2024-11-25 17:00:00,Таргетированная реклама,control,2,False
1775,2024-11-15 18:00:00,Таргетированная реклама,control,8,True
1776,2024-11-23 14:00:00,Реферальная программа,control,8,True
1777,2024-11-05 20:00:00,Органический поиск,test,0,False
1778,2024-11-21 20:00:00,Таргетированная реклама,test,1,False
1779,2024-11-22 16:00:00,Органический поиск,control,8,True
1780,2024-11-24 09:00:00,Органический поиск,control,2,False
1781,2024-11-28 14:00:00,Email-рассылка,test,1,False
1782,2024-11-05 11:00:00,Органический поиск,test,2,False
1783,2024-11-23 10:00:00,Органический поиск,control,2,False
1784,2024-11-16 12:00:00,Реферальная программа,test,0,False
1785,2024-11-13 20:00:00,Контекстная реклама,test,2,False
1786,2024-11-27 13:00:00,Контекстная реклама,control,8,True
1787,2024-11-23 14:00:00,Email-рассылка,test,2,False
1788,2024-11-25 13:00:00,Email-рассылка,control,2,False
1789,2024-11-05 10:00:00,Органический поиск,test,2,False
1790,2024-11-17 16:00:00,Таргетированная реклама,control,5,False
1791,2024-11-01 14:00:00,Реферальная программа,control,8,True
1792,2024-11-30 22:00:00,Реферальная программа,test,1,False
1793,2024-11-26 17:00:00,Таргетированная реклама,control,1,False
1794,2024-11-07 22:00:00,Органический поиск,test,2,False
1795,2024-11-03 20:00:00,Органический поиск,control,1,False
1796,2024-11-18 15:00:00,Email-рассылка,test,4,False
1797,2024-11-29 08:00:00,Таргетированная реклама,control,0,False
1798,2024-11-22 11:00:00,Таргетированная реклама,control,0,False
1799,2024-11-28 09:00:00,Таргетированная реклама,test,1,False
1800,2024-11-12 19:00:00,Органический поиск,test,2,False
1801,2024-11-14 10:00:00,Таргетированная реклама,test,2,False
1802,2024-11-10 17:00:00,Реферальная программа,control,1,False
1803,2024-11-16 12:00:00,Таргетированная реклама,control,1,False
1804,2024-11-16 15:00:00,Таргетированная реклама,test,2,False
1805,2024-11-16 19:00:00,Таргетированная реклама,test,0,False
1806,2024-11-02 12:00:00,Органический поиск,test,0,False
1807,2024-11-03 10:00:00,Органический поиск,test,2,False
1808,2024-11-23 12:00:00,Органический поиск,control,4,False
1809,2024-11-03 22:00:00,Органический поиск,test,8,True
1810,2024-11-18 16:00:00,Таргетированная реклама,control,0,False
1811,2024-11-13 12:00:00,Email-рассылка,control,1,False
1812,2024-11-03 10:00:00,Таргетированная реклама,test,1,False
1813,2024-12-19 09:00:00,Органический поиск,test,2,False
1814,2024-12-10 13:00:00,Реферальная программа,control,8,True
1815,2024-12-25 17:00:00,Реферальная программа,test,2,False
1816,2024-12-09 14:00:00,Таргетированная реклама,control,1,False
1817,2024-12-10 20:00:00,Контекстная реклама,test,1,False
1818,2024-12-31 22:00:00,Таргетированная реклама,test,5,False
1819,2024-12-06 16:00:00,Реферальная программа,test,8,True
1820,2024-12-16 13:00:00,Органический поиск,control,2,False
1821,2024-12-03 19:00:00,Таргетированная реклама,control,8,True
1822,2024-12-25 09:00:00,Email-рассылка,control,2,False
1823,2024-12-20 19:00:00,Контекстная реклама,control,2,False
1824,2024-12-24 21:00:00,Таргетированная реклама,control,1,False
1825,2024-12-16 19:00:00,Реферальная программа,control,2,False
1826,2024-12-14 09:00:00,Реферальная программа,control,8,True
1827,2024-12-28 16:00:00,Таргетированная реклама,control,1,False
1828,2024-12-11 20:00:00,Email-рассылка,test,4,False
1829,2024-12-31 14:00:00,Таргетированная реклама,test,0,False
1830,2024-12-08 20:00:00,Таргетированная реклама,control,5,False
1831,2024-12-28 10:00:00,Реферальная программа,control,2,False
1832,2024-12-12 15:00:00,Органический поиск,control,8,True
1833,2024-12-22 16:00:00,Таргетированная реклама,control,2,False
1834,2024-12-01 19:00:00,Органический поиск,test,6,False
1835,2024-12-04 14:00:00,Таргетированная реклама,test,2,False
1836,2024-12-14 11:00:00,Контекстная реклама,test,1,False
1837,2024-12-25 18:00:00,Контекстная реклама,test,2,False
1838,2024-12-05 09:00:00,Реферальная программа,test,6,False
1839,2024-12-22 13:00:00,Реферальная программа,test,0,False
1840,2024-12-01 15:00:00,Таргетированная реклама,control,3,False
1841,2024-12-11 19:00:00,Таргетированная реклама,test,8,True
1842,2024-12-15 14:00:00,Органический поиск,test,8,True
1843,2024-12-22 16:00:00,Контекстная реклама,control,2,False
1844,2024-12-21 18:00:00,Таргетированная реклама,test,1,False
1845,2024-12-24 18:00:00,Реферальная программа,test,2,False
1846,2024-12-25 22:00:00,Email-рассылка,control,2,False
1847,2024-12-27 14:00:00,Таргетированная реклама,test,2,False
1848,2024-12-09 16:00:00,Реферальная программа,control,2,False
1849,2024-12-23 08:00:00,Органический поиск,control,2,False
1850,2024-12-21 10:00:00,Таргетированная реклама,control,1,False
1851,2024-12-17 11:00:00,Таргетированная реклама,control,8,True
1852,2024-12-22 11:00:00,Таргетированная реклама,control,8,True
1853,2024-12-15 15:00:00,Реферальная программа,test,3,False
1854,2024-12-31 10:00:00,Email-рассылка,control,0,False
1855,2024-12-25 16:00:00,Реферальная программа,control,5,False
1856,2024-12-23 20:00:00,Реферальная программа,control,2,False
1857,2024-12-18 09:00:00,Email-рассылка,test,7,False
1858,2024-12-29 11:00:00,Органический поиск,control,0,False
1859,2024-12-19 15:00:00,Таргетированная реклама,control,3,False
1860,2024-12-11 08:00:00,Email-рассылка,test,7,False
1861,2024-12-13 10:00:00,Органический поиск,test,2,False
1862,2024-12-10 16:00:00,Email-рассылка,control,2,False
1863,2024-12-26 13:00:00,Органический поиск,control,4,False
1864,2024-12-14 21:00:00,Органический поиск,test,6,False
1865,2024-12-30 16:00:00,Таргетированная реклама,test,1,False
1866,2024-12-15 19:00:00,Реферальная программа,control,8,True
1867,2024-12-19 13:00:00,Реферальная программа,test,2,False
1868,2024-12-01 13:00:00,Реферальная программа,control,8,True
1869,2024-12-31 20:00:00,Органический поиск,control,2,False
1870,2024-12-22 17:00:00,Email-рассылка,control,2,False
1871,2024-12-11 21:00:00,Таргетированная реклама,test,2,False
1872,2024-12-30 11:00:00,Таргетированная реклама,test,2,False
1873,2024-12-28 09:00:00,Реферальная программа,control,2,False
1874,2024-12-20 18:00:00,Контекстная реклама,test,2,False
1875,2024-12-27 09:00:00,Реферальная программа,test,2,False
1876,2024-12-09 09:00:00,Контекстная реклама,control,1,False
1877,2024-12-01 13:00:00,Таргетированная реклама,test,4,False
1878,2024-12-29 18:00:00,Контекстная реклама,control,2,False
1879,2024-12-21 13:00:00,Контекстная реклама,control,2,False
1880,2024-12-19 19:00:00,Контекстная реклама,test,3,False
1881,2024-12-27 14:00:00,Реферальная программа,control,3,False
1882,2024-12-09 12:00:00,Органический поиск,test,2,False
1883,2024-12-18 16:00:00,Email-рассылка,test,8,True
1884,2024-12-30 17:00:00,Email-рассылка,control,5,False
1885,2024-12-17 10:00:00,Контекстная реклама,control,2,False
1886,2024-12-03 16:00:00,Контекстная реклама,test,8,True
1887,2024-12-28 10:00:00,Email-рассылка,test,5,False
1888,2024-12-20 22:00:00,Органический поиск,test,2,False
1889,2024-12-27 15:00:00,Контекстная реклама,test,1,False
1890,2024-12-31 11:00:00,Реферальная программа,control,5,False
1891,2024-12-13 08:00:00,Реферальная программа,test,8,True
1892,2024-12-18 11:00:00,Email-рассылка,test,5,False
1893,2024-12-11 12:00:00,Органический поиск,test,1,False
1894,2024-12-26 16:00:00,Органический поиск,test,2,False
1895,2024-12-03 17:00:00,Органический поиск,test,4,False
1896,2024-12-29 18:00:00,Таргетированная реклама,test,8,True
1897,2024-12-27 14:00:00,Контекстная реклама,test,2,False
1898,2024-12-12 17:00:00,Реферальная программа,control,2,False
1899,2024-12-31 16:00:00,Органический поиск,control,2,False
1900,2024-12-16 12:00:00,Email-рассылка,test,2,False
1901,2024-12-09 11:00:00,Органический поиск,control,8,True
1902,2024-12-30 13:00:00,Email-рассылка,control,2,False
1903,2024-12-27 18:00:00,Email-рассылка,control,2,False
1904,2024-12-31 10:00:00,Реферальная программа,control,4,False
1905,2024-12-15 17:00:00,Органический поиск,control,8,True
1906,2024-12-29 08:00:00,Email-рассылка,control,7,False
1907,2024-12-14 10:00:00,Email-рассылка,test,1,False
1908,2024-12-25 18:00:00,Контекстная реклама,test,8,True
1909,2024-12-13 20:00:00,Органический поиск,test,1,False
1910,2024-12-21 19:00:00,Органический поиск,test,1,False
1911,2024-12-19 18:00:00,Email-рассылка,test,2,False
1912,2024-12-25 11:00:00,Таргетированная реклама,control,1,False
1913,2024-12-11 22:00:00,Таргетированная реклама,control,2,False
1914,2024-12-12 17:00:00,Контекстная реклама,control,4,False
1915,2024-12-02 21:00:00,Таргетированная реклама,test,0,False
1916,2024-12-06 22:00:00,Email-рассылка,control,3,False
1917,2024-12-26 11:00:00,Таргетированная реклама,test,3,False
1918,2024-12-14 22:00:00,Email-рассылка,test,6,False
1919,2024-12-07 09:00:00,Email-рассылка,control,3,False
1920,2024-12-18 17:00:00,Таргетированная реклама,test,4,False
1921,2024-12-11 11:00:00,Таргетированная реклама,test,8,True
1922,2024-12-14 09:00:00,Органический поиск,test,8,True
1923,2024-12-05 16:00:00,Таргетированная реклама,control,1,False
1924,2024-12-30 11:00:00,Контекстная реклама,test,3,False
1925,2024-12-01 19:00:00,Реферальная программа,control,8,True
1926,2024-12-01 14:00:00,Email-рассылка,test,0,False
1927,2024-12-13 12:00:00,Таргетированная реклама,test,8,True
1928,2024-12-10 08:00:00,Органический поиск,test,2,False
1929,2024-12-12 18:00:00,Таргетированная реклама,control,1,False
1930,2024-12-31 17:00:00,Таргетированная реклама,test,8,True
1931,2024-12-18 20:00:00,Контекстная реклама,test,8,True
