user_id,channel,month_k,active
2504,Таргетированная реклама,6,False
2514,Органический поиск,0,True
2514,Органический поиск,1,False
2514,Органический поиск,2,True
2514,Органический поиск,3,True
2514,Органический поиск,4,False
2514,Органический поиск,5,True
2514,Органический поиск,6,False
2516,Таргетированная реклама,0,True
2516,Таргетированная реклама,1,True
2516,Таргетированная реклама,2,False
2516,Таргетированная реклама,3,False
2516,Таргетированная реклама,4,False
2516,Таргетированная реклама,5,False
2516,Таргетированная реклама,6,False
2519,Реферальная программа,0,True
2519,Реферальная программа,1,True
2519,Реферальная программа,2,True
2519,Реферальная программа,3,True
2519,Реферальная программа,4,False
2519,Реферальная программа,5,False
2519,Реферальная программа,6,True
2520,Реферальная программа,0,True
2520,Реферальная программа,1,True
2520,Реферальная программа,2,False
2520,Реферальная программа,3,False
2520,Реферальная программа,4,False
2520,Реферальная программа,5,False
2520,Реферальная программа,6,True
2521,Реферальная программа,0,True
2521,Реферальная программа,1,True
2521,Реферальная программа,2,True
2521,Реферальная программа,3,False
2521,Реферальная программа,4,True
2521,Реферальная программа,5,False
2521,Реферальная программа,6,False
2526,Таргетированная реклама,0,True
2526,Таргетированная реклама,1,True
2526,Таргетированная реклама,2,False
2526,Таргетированная реклама,3,False
2526,Таргетированная реклама,4,False
2526,Таргетированная реклама,5,False
2526,Таргетированная реклама,6,False
2528,Таргетированная реклама,0,True
2528,Таргетированная реклама,1,True
2528,Таргетированная реклама,2,True
2528,Таргетированная реклама,3,False
2528,Таргетированная реклама,4,False
2528,Таргетированная реклама,5,False
2528,Таргетированная реклама,6,False
2531,Органический поиск,0,True
2531,Органический поиск,1,True
2531,Органический поиск,2,False
2531,Органический поиск,3,False
2531,Органический поиск,4,False
2531,Органический поиск,5,True
2531,Органический поиск,6,False
2532,Органический поиск,0,True
2532,Органический поиск,1,True
2532,Органический поиск,2,True
2532,Органический поиск,3,True
2532,Органический поиск,4,True
2532,Органический поиск,5,False
2532,Органический поиск,6,True
2533,Контекстная реклама,0,True
2533,Контекстная реклама,1,False
2533,Контекстная реклама,2,True
2533,Контекстная реклама,3,False
2533,Контекстная реклама,4,False
2533,Контекстная реклама,5,True
2533,Контекстная реклама,6,False
2534,Telegram (локальные каналы),0,True
2534,Telegram (локальные каналы),1,True
2534,Telegram (локальные каналы),2,False
2534,Telegram (локальные каналы),3,False
2534,Telegram (локальные каналы),4,True
2534,Telegram (локальные каналы),5,False
2534,Telegram (локальные каналы),6,False
2540,Таргетированная реклама,0,True
2540,Таргетированная реклама,1,False
2540,Таргетированная реклама,2,False
2540,Таргетированная реклама,3,False
2540,Таргетированная реклама,4,False
2540,Таргетированная реклама,5,False
2540,Таргетированная реклама,6,False
2541,Telegram (локальные каналы),0,True
2541,Telegram (локальные каналы),1,False
2541,Telegram (локальные каналы),2,False
2541,Telegram (локальные каналы),3,True
2541,Telegram (локальные каналы),4,False
2541,Telegram (локальные каналы),5,False
2541,Telegram (локальные каналы),6,False
2544,Telegram (локальные каналы),0,True
2544,Telegram (локальные каналы),1,True
2544,Telegram (локальные каналы),2,True
2544,Telegram (локальные каналы),3,False
2544,Telegram (локальные каналы),4,True
2544,Telegram (локальные каналы),5,True
2544,Telegram (локальные каналы),6,False
2549,Органический поиск,0,True
2549,Органический поиск,1,True
2549,Органический поиск,2,False
2549,Органический поиск,3,False
2549,Органический поиск,4,False
2549,Органический поиск,5,True
2549,Органический поиск,6,True
2551,Telegram (локальные каналы),0,True
2551,Telegram (локальные каналы),1,True
2551,Telegram (локальные каналы),2,False
2551,Telegram (локальные каналы),3,False
2551,Telegram (локальные каналы),4,True
2551,Telegram (локальные каналы),5,True
2551,Telegram (локальные каналы),6,True
2552,Telegram (локальные каналы),0,True
2552,Telegram (локальные каналы),1,True
2552,Telegram (локальные каналы),2,True
2552,Telegram (локальные каналы),3,True
2552,Telegram (локальные каналы),4,True
2552,Telegram (локальные каналы),5,False
2552,Telegram (локальные каналы),6,False
2553,Таргетированная реклама,0,True
2553,Таргетированная реклама,1,False
2553,Таргетированная реклама,2,False
2553,Таргетированная реклама,3,True
2553,Таргетированная реклама,4,False
2553,Таргетированная реклама,5,False
2553,Таргетированная реклама,6,False
2555,Таргетированная реклама,0,True
2555,Таргетированная реклама,1,True
2555,Таргетированная реклама,2,False
2555,Таргетированная реклама,3,False
2555,Таргетированная реклама,4,False
2555,Таргетированная реклама,5,False
2555,Таргетированная реклама,6,False
2556,Реферальная программа,0,True
2556,Реферальная программа,1,False
2556,Реферальная программа,2,True
2556,Реферальная программа,3,False
2556,Реферальная программа,4,True
2556,Реферальная программа,5,False
2556,Реферальная программа,6,False
2563,Контекстная реклама,0,True
2563,Контекстная реклама,1,False
2563,Контекстная реклама,2,True
2563,Контекстная реклама,3,False
2563,Контекстная реклама,4,True
2563,Контекстная реклама,5,False
2563,Контекстная реклама,6,False
2570,Таргетированная реклама,0,True
2570,Таргетированная реклама,1,True
2570,Таргетированная реклама,2,True
2570,Таргетированная реклама,3,True
2570,Таргетированная реклама,4,False
2570,Таргетированная реклама,5,True
2570,Таргетированная реклама,6,False
2571,Реферальная программа,0,True
2571,Реферальная программа,1,True
2571,Реферальная программа,2,True
2571,Реферальная программа,3,True
2571,Реферальная программа,4,False
2571,Реферальная программа,5,False
2571,Реферальная программа,6,False
2574,Таргетированная реклама,0,True
2574,Таргетированная реклама,1,True
2574,Таргетированная реклама,2,False
2574,Таргетированная реклама,3,False
2574,Таргетированная реклама,4,False
2574,Таргетированная реклама,5,False
2574,Таргетированная реклама,6,False
2575,Реферальная программа,0,True
2575,Реферальная программа,1,True
2575,Реферальная программа,2,True
2575,Реферальная программа,3,True
2575,Реферальная программа,4,False
2575,Реферальная программа,5,False
2575,Реферальная программа,6,False
2582,Таргетированная реклама,0,True
2582,Таргетированная реклама,1,True
2582,Таргетированная реклама,2,False
2582,Таргетированная реклама,3,False
2582,Таргетированная реклама,4,True
2582,Таргетированная реклама,5,False
2582,Таргетированная реклама,6,False
2586,Таргетированная реклама,0,True
2586,Таргетированная реклама,1,True
2586,Таргетированная реклама,2,True
2586,Таргетированная реклама,3,True
2586,Таргетированная реклама,4,False
2586,Таргетированная реклама,5,False
2586,Таргетированная реклама,6,False
2589,Реферальная программа,0,True
2589,Реферальная программа,1,False
2589,Реферальная программа,2,False
2589,Реферальная программа,3,False
2589,Реферальная программа,4,False
2589,Реферальная программа,5,False
2589,Реферальная программа,6,False
2593,Контекстная реклама,0,True
2593,Контекстная реклама,1,True
2593,Контекстная реклама,2,False
2593,Контекстная реклама,3,True
2593,Контекстная реклама,4,False
2593,Контекстная реклама,5,False
2593,Контекстная реклама,6,False
2598,Органический поиск,0,True
2598,Органический поиск,1,True
2598,Органический поиск,2,False
2598,Органический поиск,3,False
2598,Органический поиск,4,False
2598,Органический поиск,5,False
2598,Органический поиск,6,False
2599,Telegram (локальные каналы),0,True
2599,Telegram (локальные каналы),1,False
2599,Telegram (локальные каналы),2,True
2599,Telegram (локальные каналы),3,False
2599,Telegram (локальные каналы),4,False
2599,Telegram (локальные каналы),5,False
2599,Telegram (локальные каналы),6,True
2602,Органический поиск,0,True
2602,Органический поиск,1,False
2602,Органический поиск,2,True
2602,Органический поиск,3,False
2602,Органический поиск,4,True
2602,Органический поиск,5,True
2602,Органический поиск,6,True
2603,Органический поиск,0,True
2603,Органический поиск,1,True
2603,Органический поиск,2,True
2603,Органический поиск,3,True
2603,Органический поиск,4,True
2603,Органический поиск,5,False
2603,Органический поиск,6,False
2604,Telegram (локальные каналы),0,True
2604,Telegram (локальные каналы),1,False
2604,Telegram (локальные каналы),2,True
2604,Telegram (локальные каналы),3,True
2604,Telegram (локальные каналы),4,False
2604,Telegram (локальные каналы),5,True
2604,Telegram (локальные каналы),6,True
2610,Реферальная программа,0,True
2610,Реферальная программа,1,True
2610,Реферальная программа,2,True
2610,Реферальная программа,3,True
2610,Реферальная программа,4,False
2610,Реферальная программа,5,False
2610,Реферальная программа,6,False
2616,Таргетированная реклама,0,True
2616,Таргетированная реклама,1,False
2616,Таргетированная реклама,2,False
2616,Таргетированная реклама,3,False
2616,Таргетированная реклама,4,True
2616,Таргетированная реклама,5,False
2616,Таргетированная реклама,6,False
2618,Контекстная реклама,0,True
2618,Контекстная реклама,1,False
2618,Контекстная реклама,2,True
2618,Контекстная реклама,3,False
2618,Контекстная реклама,4,True
2618,Контекстная реклама,5,False
2618,Контекстная реклама,6,True
2621,Таргетированная реклама,0,True
2621,Таргетированная реклама,1,True
2621,Таргетированная реклама,2,True
2621,Таргетированная реклама,3,False
2621,Таргетированная реклама,4,False
2621,Таргетированная реклама,5,False
2621,Таргетированная реклама,6,False
2623,Таргетированная реклама,0,True
2623,Таргетированная реклама,1,False
2623,Таргетированная реклама,2,False
2623,Таргетированная реклама,3,False
2623,Таргетированная реклама,4,False
2623,Таргетированная реклама,5,False
2623,Таргетированная реклама,6,False
2626,Telegram (локальные каналы),0,True
2626,Telegram (локальные каналы),1,False
2626,Telegram (локальные каналы),2,False
2626,Telegram (локальные каналы),3,True
2626,Telegram (локальные каналы),4,False
2626,Telegram (локальные каналы),5,True
2626,Telegram (локальные каналы),6,False
2628,Telegram (локальные каналы),0,True
2628,Telegram (локальные каналы),1,True
2628,Telegram (локальные каналы),2,False
2628,Telegram (локальные каналы),3,False
2628,Telegram (локальные каналы),4,True
2628,Telegram (локальные каналы),5,False
2628,Telegram (локальные каналы),6,False
2634,Telegram (локальные каналы),0,True
2634,Telegram (локальные каналы),1,True
2634,Telegram (локальные каналы),2,True
2634,Telegram (локальные каналы),3,True
2634,Telegram (локальные каналы),4,True
2634,Telegram (локальные каналы),5,False
2634,Telegram (локальные каналы),6,False
2637,Telegram (локальные каналы),0,True
2637,Telegram (локальные каналы),1,True
2637,Telegram (локальные каналы),2,True
2637,Telegram (локальные каналы),3,True
2637,Telegram (локальные каналы),4,False
2637,Telegram (локальные каналы),5,False
2637,Telegram (локальные каналы),6,False
2639,Telegram (локальные каналы),0,True
2639,Telegram (локальные каналы),1,False
2639,Telegram (локальные каналы),2,False
2639,Telegram (локальные каналы),3,True
2639,Telegram (локальные каналы),4,False
2639,Telegram (локальные каналы),5,False
2639,Telegram (локальные каналы),6,True
2643,Таргетированная реклама,0,True
2643,Таргетированная реклама,1,False
2643,Таргетированная реклама,2,False
2643,Таргетированная реклама,3,False
2643,Таргетированная реклама,4,False
2643,Таргетированная реклама,5,False
2643,Таргетированная реклама,6,False
2650,Telegram (локальные каналы),0,True
2650,Telegram (локальные каналы),1,True
2650,Telegram (локальные каналы),2,True
2650,Telegram (локальные каналы),3,False
2650,Telegram (локальные каналы),4,False
2650,Telegram (локальные каналы),5,True
2650,Telegram (локальные каналы),6,False
2653,Telegram (локальные каналы),0,True
2653,Telegram (локальные каналы),1,False
2653,Telegram (локальные каналы),2,False
2653,Telegram (локальные каналы),3,False
2653,Telegram (локальные каналы),4,True
2653,Telegram (локальные каналы),5,True
2653,Telegram (локальные каналы),6,False
2656,Таргетированная реклама,0,True
2656,Таргетированная реклама,1,False
2656,Таргетированная реклама,2,False
2656,Таргетированная реклама,3,False
2656,Таргетированная реклама,4,True
2656,Таргетированная реклама,5,False
2656,Таргетированная реклама,6,False
2660,Таргетированная реклама,0,True
2660,Таргетированная реклама,1,True
2660,Таргетированная реклама,2,True
2660,Таргетированная реклама,3,False
2660,Таргетированная реклама,4,False
2660,Таргетированная реклама,5,False
2660,Таргетированная реклама,6,False
2663,Таргетированная реклама,0,True
2663,Таргетированная реклама,1,True
2663,Таргетированная реклама,2,False
2663,Таргетированная реклама,3,False
2663,Таргетированная реклама,4,False
2663,Таргетированная реклама,5,False
2663,Таргетированная реклама,6,False
2676,Органический поиск,0,True
2676,Органический поиск,1,True
2676,Органический поиск,2,True
2676,Органический поиск,3,False
2676,Органический поиск,4,False
2676,Органический поиск,5,True
2676,Органический поиск,6,True
2681,Таргетированная реклама,0,True
2681,Таргетированная реклама,1,True
2681,Таргетированная реклама,2,False
2681,Таргетированная реклама,3,False
2681,Таргетированная реклама,4,False
2681,Таргетированная реклама,5,False
2681,Таргетированная реклама,6,False
2683,Таргетированная реклама,0,True
2683,Таргетированная реклама,1,False
2683,Таргетированная реклама,2,False
2683,Таргетированная реклама,3,False
2683,Таргетированная реклама,4,False
2683,Таргетированная реклама,5,True
2683,Таргетированная реклама,6,False
2684,Telegram (локальные каналы),0,True
2684,Telegram (локальные каналы),1,True
2684,Telegram (локальные каналы),2,True
2684,Telegram (локальные каналы),3,True
2684,Telegram (локальные каналы),4,False
2684,Telegram (локальные каналы),5,True
2684,Telegram (локальные каналы),6,False
2686,Таргетированная реклама,0,True
2686,Таргетированная реклама,1,False
2686,Таргетированная реклама,2,True
2686,Таргетированная реклама,3,False
2686,Таргетированная реклама,4,True
2686,Таргетированная реклама,5,False
2686,Таргетированная реклама,6,False
2694,Реферальная программа,0,True
2694,Реферальная программа,1,True
2694,Реферальная программа,2,True
2694,Реферальная программа,3,False
2694,Реферальная программа,4,False
2694,Реферальная программа,5,False
2694,Реферальная программа,6,False
2702,Telegram (локальные каналы),0,True
2702,Telegram (локальные каналы),1,True
2702,Telegram (локальные каналы),2,False
2702,Telegram (локальные каналы),3,False
2702,Telegram (локальные каналы),4,False
2702,Telegram (локальные каналы),5,True
2702,Telegram (локальные каналы),6,False
2705,Telegram (локальные каналы),0,True
2705,Telegram (локальные каналы),1,True
2705,Telegram (локальные каналы),2,True
2705,Telegram (локальные каналы),3,True
2705,Telegram (локальные каналы),4,False
2705,Telegram (локальные каналы),5,True
2705,Telegram (локальные каналы),6,False
2708,Telegram (локальные каналы),0,True
2708,Telegram (локальные каналы),1,True
2708,Telegram (локальные каналы),2,False
2708,Telegram (локальные каналы),3,True
2708,Telegram (локальные каналы),4,True
2708,Telegram (локальные каналы),5,False
2708,Telegram (локальные каналы),6,False
2711,Контекстная реклама,0,True
2711,Контекстная реклама,1,True
2711,Контекстная реклама,2,False
2711,Контекстная реклама,3,False
2711,Контекстная реклама,4,True
2711,Контекстная реклама,5,False
2711,Контекстная реклама,6,False
2713,Таргетированная реклама,0,True
2713,Таргетированная реклама,1,True
2713,Таргетированная реклама,2,True
2713,Таргетированная реклама,3,False
2713,Таргетированная реклама,4,False
2713,Таргетированная реклама,5,False
2713,Таргетированная реклама,6,False
2717,Telegram (локальные каналы),0,True
2717,Telegram (локальные каналы),1,True
2717,Telegram (локальные каналы),2,False
2717,Telegram (локальные каналы),3,True
2717,Telegram (локальные каналы),4,False
2717,Telegram (локальные каналы),5,False
2717,Telegram (локальные каналы),6,False
2720,Telegram (локальные каналы),0,True
2720,Telegram (локальные каналы),1,False
2720,Telegram (локальные каналы),2,True
2720,Telegram (локальные каналы),3,False
2720,Telegram (локальные каналы),4,False
2720,Telegram (локальные каналы),5,False
2720,Telegram (локальные каналы),6,True
2721,Таргетированная реклама,0,True
2721,Таргетированная реклама,1,False
2721,Таргетированная реклама,2,False
2721,Таргетированная реклама,3,False
2721,Таргетированная реклама,4,True
2721,Таргетированная реклама,5,False
2721,Таргетированная реклама,6,False
2725,Органический поиск,0,True
2725,Органический поиск,1,False
2725,Органический поиск,2,True
2725,Органический поиск,3,False
2725,Органический поиск,4,False
2725,Органический поиск,5,False
2725,Органический поиск,6,False
2729,Реферальная программа,0,True
2729,Реферальная программа,1,False
2729,Реферальная программа,2,False
2729,Реферальная программа,3,False
2729,Реферальная программа,4,False
2729,Реферальная программа,5,False
2729,Реферальная программа,6,False
2730,Таргетированная реклама,0,True
2730,Таргетированная реклама,1,False
2730,Таргетированная реклама,2,False
2730,Таргетированная реклама,3,False
2730,Таргетированная реклама,4,False
2730,Таргетированная реклама,5,False
2730,Таргетированная реклама,6,False
2733,Таргетированная реклама,0,True
2733,Таргетированная реклама,1,True
2733,Таргетированная реклама,2,False
2733,Таргетированная реклама,3,False
2733,Таргетированная реклама,4,True
2733,Таргетированная реклама,5,False
2733,Таргетированная реклама,6,True
2748,Telegram (локальные каналы),0,True
2748,Telegram (локальные каналы),1,True
2748,Telegram (локальные каналы),2,True
2748,Telegram (локальные каналы),3,False
2748,Telegram (локальные каналы),4,True
2748,Telegram (локальные каналы),5,True
2748,Telegram (локальные каналы),6,False
2749,Таргетированная реклама,0,True
2749,Таргетированная реклама,1,False
2749,Таргетированная реклама,2,True
2749,Таргетированная реклама,3,False
2749,Таргетированная реклама,4,False
2749,Таргетированная реклама,5,True
2749,Таргетированная реклама,6,False
2752,Реферальная программа,0,True
2752,Реферальная программа,1,True
2752,Реферальная программа,2,True
2752,Реферальная программа,3,False
2752,Реферальная программа,4,True
2752,Реферальная программа,5,True
2752,Реферальная программа,6,False
2754,Реферальная программа,0,True
2754,Реферальная программа,1,False
2754,Реферальная программа,2,False
2754,Реферальная программа,3,False
2754,Реферальная программа,4,False
2754,Реферальная программа,5,False
2754,Реферальная программа,6,False
2755,Telegram (локальные каналы),0,True
2755,Telegram (локальные каналы),1,False
2755,Telegram (локальные каналы),2,True
2755,Telegram (локальные каналы),3,True
2755,Telegram (локальные каналы),4,True
2755,Telegram (локальные каналы),5,False
2755,Telegram (локальные каналы),6,False
2760,Органический поиск,0,True
2760,Органический поиск,1,False
2760,Органический поиск,2,True
2760,Органический поиск,3,True
2760,Органический поиск,4,False
2760,Органический поиск,5,True
2760,Органический поиск,6,True
2762,Таргетированная реклама,0,True
2762,Таргетированная реклама,1,True
2762,Таргетированная реклама,2,False
2762,Таргетированная реклама,3,False
2762,Таргетированная реклама,4,True
2762,Таргетированная реклама,5,False
2762,Таргетированная реклама,6,False
2765,Органический поиск,0,True
2765,Органический поиск,1,True
2765,Органический поиск,2,False
2765,Органический поиск,3,True
2765,Органический поиск,4,True
2765,Органический поиск,5,True
2765,Органический поиск,6,False
2766,Таргетированная реклама,0,True
2766,Таргетированная реклама,1,False
2766,Таргетированная реклама,2,True
2766,Таргетированная реклама,3,False
2766,Таргетированная реклама,4,False
2766,Таргетированная реклама,5,False
2766,Таргетированная реклама,6,False
2769,Telegram (локальные каналы),0,True
2769,Telegram (локальные каналы),1,False
2769,Telegram (локальные каналы),2,False
2769,Telegram (локальные каналы),3,False
2769,Telegram (локальные каналы),4,False
2769,Telegram (локальные каналы),5,True
2769,Telegram (локальные каналы),6,False
2774,Контекстная реклама,0,True
2774,Контекстная реклама,1,False
2774,Контекстная реклама,2,False
2774,Контекстная реклама,3,True
2774,Контекстная реклама,4,False
2774,Контекстная реклама,5,False
2774,Контекстная реклама,6,False
2775,Таргетированная реклама,0,True
2775,Таргетированная реклама,1,False
2775,Таргетированная реклама,2,False
2775,Таргетированная реклама,3,False
2775,Таргетированная реклама,4,False
2775,Таргетированная реклама,5,True
2775,Таргетированная реклама,6,False
2776,Реферальная программа,0,True
2776,Реферальная программа,1,True
2776,Реферальная программа,2,False
2776,Реферальная программа,3,False
2776,Реферальная программа,4,False
2776,Реферальная программа,5,False
2776,Реферальная программа,6,True
2778,Таргетированная реклама,0,True
2778,Таргетированная реклама,1,True
2778,Таргетированная реклама,2,False
2778,Таргетированная реклама,3,True
2778,Таргетированная реклама,4,False
2778,Таргетированная реклама,5,False
2778,Таргетированная реклама,6,False
2783,Telegram (локальные каналы),0,True
2783,Telegram (локальные каналы),1,False
2783,Telegram (локальные каналы),2,True
2783,Telegram (локальные каналы),3,False
2783,Telegram (локальные каналы),4,True
2783,Telegram (локальные каналы),5,False
2783,Telegram (локальные каналы),6,True
2784,Таргетированная реклама,0,True
2784,Таргетированная реклама,1,True
2784,Таргетированная реклама,2,True
2784,Таргетированная реклама,3,True
2784,Таргетированная реклама,4,False
2784,Таргетированная реклама,5,False
2784,Таргетированная реклама,6,True
2787,Органический поиск,0,True
2787,Органический поиск,1,False
2787,Органический поиск,2,True
2787,Органический поиск,3,True
2787,Органический поиск,4,False
2787,Органический поиск,5,False
2787,Органический поиск,6,False
2788,Органический поиск,0,True
2788,Органический поиск,1,True
2788,Органический поиск,2,False
2788,Органический поиск,3,False
2788,Органический поиск,4,False
2788,Органический поиск,5,True
2788,Органический поиск,6,False
2790,Контекстная реклама,0,True
2790,Контекстная реклама,1,True
2790,Контекстная реклама,2,False
2790,Контекстная реклама,3,False
2790,Контекстная реклама,4,False
2790,Контекстная реклама,5,False
2790,Контекстная реклама,6,False
2793,Реферальная программа,0,True
2793,Реферальная программа,1,False
2793,Реферальная программа,2,True
2793,Реферальная программа,3,False
2793,Реферальная программа,4,False
2793,Реферальная программа,5,False
2793,Реферальная программа,6,False
2798,Таргетированная реклама,0,True
2798,Таргетированная реклама,1,False
2798,Таргетированная реклама,2,False
2798,Таргетированная реклама,3,True
2798,Таргетированная реклама,4,False
2798,Таргетированная реклама,5,False
2798,Таргетированная реклама,6,False
2801,Органический поиск,0,True
2801,Органический поиск,1,True
2801,Органический поиск,2,True
2801,Органический поиск,3,True
2801,Органический поиск,4,False
2801,Органический поиск,5,False
2801,Органический поиск,6,True
2805,Органический поиск,0,True
2805,Органический поиск,1,True
2805,Органический поиск,2,True
2805,Органический поиск,3,False
2805,Органический поиск,4,False
2805,Органический поиск,5,False
2805,Органический поиск,6,True
2808,Таргетированная реклама,0,True
2808,Таргетированная реклама,1,False
2808,Таргетированная реклама,2,True
2808,Таргетированная реклама,3,False
2808,Таргетированная реклама,4,False
2808,Таргетированная реклама,5,False
2808,Таргетированная реклама,6,False
2810,Контекстная реклама,0,True
2810,Контекстная реклама,1,True
2810,Контекстная реклама,2,True
2810,Контекстная реклама,3,False
2810,Контекстная реклама,4,False
2810,Контекстная реклама,5,False
2810,Контекстная реклама,6,False
2811,Органический поиск,0,True
2811,Органический поиск,1,True
2811,Органический поиск,2,True
2811,Органический поиск,3,True
2811,Органический поиск,4,False
2811,Органический поиск,5,False
2811,Органический поиск,6,False
2826,Контекстная реклама,0,True
2826,Контекстная реклама,1,False
2826,Контекстная реклама,2,False
2826,Контекстная реклама,3,True
2826,Контекстная реклама,4,False
2826,Контекстная реклама,5,False
2826,Контекстная реклама,6,False
2828,Таргетированная реклама,0,True
2828,Таргетированная реклама,1,False
2828,Таргетированная реклама,2,True
2828,Таргетированная реклама,3,False
2828,Таргетированная реклама,4,False
2828,Таргетированная реклама,5,False
2828,Таргетированная реклама,6,False
2835,Таргетированная реклама,0,True
2835,Таргетированная реклама,1,False
2835,Таргетированная реклама,2,False
2835,Таргетированная реклама,3,False
2835,Таргетированная реклама,4,True
2835,Таргетированная реклама,5,False
2835,Таргетированная реклама,6,False
2837,Органический поиск,0,True
2837,Органический поиск,1,True
2837,Органический поиск,2,False
2837,Органический поиск,3,False
2837,Органический поиск,4,True
2837,Органический поиск,5,False
2837,Органический поиск,6,False
2840,Органический поиск,0,True
2840,Органический поиск,1,True
2840,Органический поиск,2,True
2840,Органический поиск,3,False
2840,Органический поиск,4,False
2840,Органический поиск,5,False
2840,Органический поиск,6,False
2847,Таргетированная реклама,0,True
2847,Таргетированная реклама,1,False
2847,Таргетированная реклама,2,True
2847,Таргетированная реклама,3,False
2847,Таргетированная реклама,4,False
2847,Таргетированная реклама,5,False
2847,Таргетированная реклама,6,False
2849,Органический поиск,0,True
2849,Органический поиск,1,True
2849,Органический поиск,2,True
2849,Органический поиск,3,True
2849,Органический поиск,4,False
2849,Органический поиск,5,False
2849,Органический поиск,6,False
2850,Таргетированная реклама,0,True
2850,Таргетированная реклама,1,False
2850,Таргетированная реклама,2,False
2850,Таргетированная реклама,3,False
2850,Таргетированная реклама,4,False
2850,Таргетированная реклама,5,True
2850,Таргетированная реклама,6,False
2851,Реферальная программа,0,True
2851,Реферальная программа,1,True
2851,Реферальная программа,2,True
2851,Реферальная программа,3,False
2851,Реферальная программа,4,False
2851,Реферальная программа,5,True
2851,Реферальная программа,6,False
2853,Таргетированная реклама,0,True
2853,Таргетированная реклама,1,False
2853,Таргетированная реклама,2,False
2853,Таргетированная реклама,3,True
2853,Таргетированная реклама,4,False
2853,Таргетированная реклама,5,True
2853,Таргетированная реклама,6,False
2864,Таргетированная реклама,0,True
2864,Таргетированная реклама,1,True
2864,Таргетированная реклама,2,True
2864,Таргетированная реклама,3,False
2864,Таргетированная реклама,4,False
2864,Таргетированная реклама,5,False
2864,Таргетированная реклама,6,False
2867,Telegram (локальные каналы),0,True
2867,Telegram (локальные каналы),1,True
2867,Telegram (локальные каналы),2,True
2867,Telegram (локальные каналы),3,True
2867,Telegram (локальные каналы),4,True
2867,Telegram (локальные каналы),5,False
2867,Telegram (локальные каналы),6,False
2873,Контекстная реклама,0,True
2873,Контекстная реклама,1,True
2873,Контекстная реклама,2,False
2873,Контекстная реклама,3,False
2873,Контекстная реклама,4,True
2873,Контекстная реклама,5,False
2873,Контекстная реклама,6,False
2879,Реферальная программа,0,True
2879,Реферальная программа,1,False
2879,Реферальная программа,2,False
2879,Реферальная программа,3,False
2879,Реферальная программа,4,False
2879,Реферальная программа,5,False
2879,Реферальная программа,6,False
2883,Таргетированная реклама,0,True
2883,Таргетированная реклама,1,False
2883,Таргетированная реклама,2,False
2883,Таргетированная реклама,3,True
2883,Таргетированная реклама,4,False
2883,Таргетированная реклама,5,False
2883,Таргетированная реклама,6,False
2887,Таргетированная реклама,0,True
2887,Таргетированная реклама,1,True
2887,Таргетированная реклама,2,False
2887,Таргетированная реклама,3,True
2887,Таргетированная реклама,4,False
2887,Таргетированная реклама,5,False
2887,Таргетированная реклама,6,False
2889,Органический поиск,0,True
2889,Органический поиск,1,True
2889,Органический поиск,2,True
2889,Органический поиск,3,False
2889,Органический поиск,4,False
2889,Органический поиск,5,False
2889,Органический поиск,6,True
2890,Таргетированная реклама,0,True
2890,Таргетированная реклама,1,True
2890,Таргетированная реклама,2,False
2890,Таргетированная реклама,3,False
2890,Таргетированная реклама,4,False
2890,Таргетированная реклама,5,False
2890,Таргетированная реклама,6,False
2898,Реферальная программа,0,True
2898,Реферальная программа,1,False
2898,Реферальная программа,2,False
2898,Реферальная программа,3,True
2898,Реферальная программа,4,False
2898,Реферальная программа,5,False
2898,Реферальная программа,6,False
2900,Органический поиск,0,True
2900,Органический поиск,1,True
2900,Органический поиск,2,True
2900,Органический поиск,3,False
2900,Органический поиск,4,True
2900,Органический поиск,5,True
2900,Органический поиск,6,False
2901,Органический поиск,0,True
2901,Органический поиск,1,True
2901,Органический поиск,2,True
2901,Органический поиск,3,True
2901,Органический поиск,4,False
2901,Органический поиск,5,False
2901,Органический поиск,6,False
2908,Контекстная реклама,0,True
2908,Контекстная реклама,1,True
2908,Контекстная реклама,2,False
