merchant_id,industry,tx_count_90d,avg_check_rub,gmv_90d_rub
1928,Одежда и обувь,1307,3445,4502615
1931,Товары для дома,216,5508,1189728
1932,Красота и здоровье,321,3130,1004730
1933,Одежда и обувь,711,3294,2342034
1936,Товары для дома,540,5757,3108780
1937,Одежда и обувь,263,3176,835288
1941,Электроника,200,11595,2319000
1942,Хобби и DIY,228,2821,643188
1944,Услуги и подписки,241,1368,329688
1947,Электроника,228,9887,2254236
1951,Красота и здоровье,228,2541,579348
1952,Одежда и обувь,1057,4388,4638116
1961,Электроника,68,9950,676600
1962,Продукты питания,355,2098,744790
1963,Красота и здоровье,437,2522,1102114
1964,Одежда и обувь,461,3115,1436015
1966,Товары для дома,400,4406,1762400
1967,Хобби и DIY,166,2733,453678
1968,Товары для дома,295,4736,1397120
1972,Услуги и подписки,396,1609,637164
1973,Электроника,175,16200,2835000
1976,Одежда и обувь,217,3496,758632
1977,Одежда и обувь,1416,3152,4463232
1979,Продукты питания,870,1989,1730430
1980,Услуги и подписки,432,1385,598320
1981,Электроника,147,12096,1778112
1982,Одежда и обувь,691,3122,2157302
1983,Красота и здоровье,124,2898,359352
1987,Хобби и DIY,68,2984,202912
1989,Продукты питания,1543,1861,2871523
1990,Товары для дома,126,4042,509292
1992,Товары для дома,212,4378,928136
1993,Одежда и обувь,585,3383,1979055
1994,Одежда и обувь,653,3879,2532987
1995,Хобби и DIY,160,1720,275200
1996,Товары для дома,204,5045,1029180
1997,Одежда и обувь,511,3677,1878947
1998,Красота и здоровье,598,2819,1685762
1999,Хобби и DIY,227,2933,665791
2000,Электроника,262,14432,3781184
2001,Услуги и подписки,100,1460,146000
2006,Продукты питания,548,2072,1135456
2009,Одежда и обувь,579,2647,1532613
2010,Товары для дома,176,4639,816464
2013,Товары для дома,688,5104,3511552
2018,Продукты питания,183,1788,327204
2019,Одежда и обувь,530,2987,1583110
2022,Одежда и обувь,1035,3138,3247830
2025,Товары для дома,272,5291,1439152
2027,Услуги и подписки,99,1480,146520
2033,Хобби и DIY,353,2688,948864
2034,Товары для дома,98,5129,502642
2036,Красота и здоровье,166,2685,445710
2039,Электроника,306,15057,4607442
2041,Одежда и обувь,318,3882,1234476
2042,Электроника,156,13460,2099760
2043,Товары для дома,146,4739,691894
2044,Продукты питания,427,2210,943670
2048,Красота и здоровье,618,3128,1933104
2052,Услуги и подписки,122,1225,149450
2054,Электроника,206,12695,2615170
2056,Красота и здоровье,124,2546,315704
2057,Хобби и DIY,508,2393,1215644
2058,Одежда и обувь,325,3204,1041300
2060,Одежда и обувь,736,3253,2394208
2062,Услуги и подписки,341,1695,577995
2064,Одежда и обувь,582,2839,1652298
2066,Услуги и подписки,228,1547,352716
2067,Электроника,85,11636,989060
2071,Товары для дома,562,5634,3166308
2072,Электроника,107,12986,1389502
2074,Услуги и подписки,272,1672,454784
2076,Хобби и DIY,132,2736,361152
2077,Красота и здоровье,549,2099,1152351
2082,Товары для дома,873,4598,4014054
2087,Продукты питания,282,2296,647472
2088,Электроника,194,13711,2659934
2091,Электроника,325,15910,5170750
2093,Товары для дома,520,5813,3022760
2094,Хобби и DIY,147,2506,368382
2095,Одежда и обувь,506,2868,1451208
2096,Красота и здоровье,648,2952,1912896
2099,Товары для дома,91,5520,502320
2101,Услуги и подписки,479,1508,722332
2104,Красота и здоровье,206,2149,442694
2109,Услуги и подписки,315,1405,442575
2111,Электроника,186,13069,2430834
2112,Одежда и обувь,387,3719,1439253
2113,Электроника,214,11280,2413920
2115,Хобби и DIY,131,3036,397716
2116,Продукты питания,715,2083,1489345
2117,Одежда и обувь,354,3734,1321836
2118,Одежда и обувь,304,3620,1100480
2120,Одежда и обувь,574,2516,1444184
2122,Электроника,173,13287,2298651
2123,Электроника,413,12214,5044382
2124,Товары для дома,246,5243,1289778
2126,Продукты питания,410,1537,630170
2129,Услуги и подписки,149,1137,169413
2130,Красота и здоровье,356,2786,991816
2131,Красота и здоровье,171,2322,397062
2136,Товары для дома,225,3649,821025
2139,Хобби и DIY,97,2357,228629
2141,Товары для дома,332,4803,1594596
2143,Хобби и DIY,151,3065,462815
2145,Красота и здоровье,602,2612,1572424
2146,Электроника,104,11914,1239056
2147,Товары для дома,255,4748,1210740
2149,Продукты питания,439,2072,909608
2158,Красота и здоровье,294,2772,814968
2159,Услуги и подписки,524,1629,853596
2160,Одежда и обувь,517,4112,2125904
2161,Электроника,101,12873,1300173
2162,Электроника,223,13886,3096578
2164,Продукты питания,1090,1411,1537990
2165,Красота и здоровье,218,2656,579008
2166,Красота и здоровье,306,2179,666774
2167,Одежда и обувь,600,3143,1885800
2171,Одежда и обувь,899,3213,2888487
2177,Одежда и обувь,810,3398,2752380
2179,Электроника,191,11905,2273855
2181,Хобби и DIY,126,2576,324576
2182,Красота и здоровье,246,2803,689538
2185,Одежда и обувь,699,3436,2401764
2188,Услуги и подписки,195,1488,290160
2191,Товары для дома,116,4897,568052
2193,Услуги и подписки,255,1459,372045
2196,Хобби и DIY,120,3021,362520
2198,Красота и здоровье,258,2571,663318
2200,Одежда и обувь,722,4322,3120484
2207,Продукты питания,430,2004,861720
2209,Одежда и обувь,474,3705,1756170
2213,Хобби и DIY,83,2597,215551
2216,Товары для дома,200,5226,1045200
2219,Красота и здоровье,131,2918,382258
2220,Одежда и обувь,352,3486,1227072
2222,Электроника,115,12205,1403575
2223,Красота и здоровье,321,2942,944382
2226,Красота и здоровье,330,3211,1059630
2227,Одежда и обувь,469,2792,1309448
2228,Электроника,96,12071,1158816
2231,Хобби и DIY,62,2685,166470
2233,Продукты питания,860,1818,1563480
2235,Продукты питания,257,1886,484702
2237,Красота и здоровье,273,2287,624351
2241,Одежда и обувь,414,3780,1564920
2242,Красота и здоровье,514,2608,1340512
2243,Электроника,211,13183,2781613
2244,Электроника,121,12363,1495923
2247,Хобби и DIY,212,2476,524912
2249,Одежда и обувь,257,3131,804667
2250,Услуги и подписки,274,1790,490460
2252,Красота и здоровье,61,2293,139873
2253,Красота и здоровье,380,2476,940880
2255,Электроника,143,10020,1432860
2256,Одежда и обувь,477,3597,1715769
2259,Товары для дома,486,5420,2634120
2261,Товары для дома,165,3870,638550
2262,Красота и здоровье,217,2374,515158
2263,Услуги и подписки,128,1357,173696
2265,Хобби и DIY,164,2585,423940
2266,Услуги и подписки,279,1599,446121
2268,Товары для дома,373,4884,1821732
2271,Товары для дома,245,4900,1200500
2273,Одежда и обувь,649,2818,1828882
2274,Электроника,240,12735,3056400
2276,Продукты питания,500,2117,1058500
2277,Одежда и обувь,502,3443,1728386
2281,Одежда и обувь,726,2582,1874532
2283,Услуги и подписки,413,1729,714077
2287,Красота и здоровье,555,3021,1676655
2294,Одежда и обувь,1892,3632,6871744
2296,Одежда и обувь,312,3781,1179672
2299,Красота и здоровье,425,2750,1168750
2301,Одежда и обувь,535,3669,1962915
2305,Хобби и DIY,179,2514,450006
2306,Услуги и подписки,440,1642,722480
2311,Красота и здоровье,362,1902,688524
2312,Товары для дома,139,4806,668034
2313,Электроника,135,14205,1917675
2314,Электроника,247,15050,3717350
2315,Одежда и обувь,352,3570,1256640
2316,Хобби и DIY,87,3089,268743
2319,Электроника,152,12717,1932984
2322,Одежда и обувь,244,3661,893284
2325,Электроника,118,13896,1639728
2326,Электроника,523,9173,4797479
2329,Одежда и обувь,400,3719,1487600
2332,Товары для дома,309,4970,1535730
2339,Электроника,114,13137,1497618
2340,Товары для дома,353,5427,1915731
2341,Электроника,156,11980,1868880
2342,Одежда и обувь,834,3411,2844774
2344,Продукты питания,343,1916,657188
2347,Продукты питания,317,1988,630196
2348,Товары для дома,230,3635,836050
2350,Услуги и подписки,291,1621,471711
2351,Одежда и обувь,612,3690,2258280
2353,Продукты питания,280,1603,448840
2355,Продукты питания,250,1731,432750
2359,Товары для дома,115,5567,640205
2360,Продукты питания,297,1677,498069
2361,Услуги и подписки,114,1768,201552
2363,Товары для дома,124,4352,539648
2367,Электроника,158,14294,2258452
2369,Электроника,248,11320,2807360
2372,Электроника,149,14073,2096877
2381,Хобби и DIY,479,2774,1328746
2387,Одежда и обувь,638,3499,2232362
2391,Услуги и подписки,324,1314,425736
2393,Красота и здоровье,172,2598,446856
2394,Услуги и подписки,399,1359,542241
2395,Электроника,247,11440,2825680
2396,Одежда и обувь,321,3938,1264098
2397,Электроника,184,17197,3164248
2398,Одежда и обувь,1253,3087,3868011
2403,Электроника,208,13452,2798016
2404,Продукты питания,654,2115,1383210
2407,Одежда и обувь,448,3143,1408064
2414,Одежда и обувь,206,3039,626034
2415,Услуги и подписки,378,1500,567000
2419,Товары для дома,229,4910,1124390
2422,Хобби и DIY,183,1882,344406
2424,Товары для дома,257,5050,1297850
2425,Услуги и подписки,188,1645,309260
2428,Товары для дома,259,5189,1343951
2430,Электроника,127,12400,1574800
2431,Электроника,102,10566,1077732
2432,Одежда и обувь,830,3587,2977210
2433,Красота и здоровье,201,2359,474159
2435,Услуги и подписки,267,1443,385281
2437,Одежда и обувь,331,3403,1126393
2440,Красота и здоровье,709,2851,2021359
2441,Электроника,236,14396,3397456
2446,Услуги и подписки,168,1538,258384
2448,Хобби и DIY,161,2710,436310
2450,Красота и здоровье,324,2839,919836
2451,Хобби и DIY,170,2415,410550
2453,Хобби и DIY,114,2478,282492
2454,Услуги и подписки,200,1763,352600
2455,Красота и здоровье,722,3057,2207154
2456,Одежда и обувь,330,2680,884400
2458,Хобби и DIY,90,2538,228420
2459,Электроника,66,14224,938784
2460,Продукты питания,357,1987,709359
2465,Красота и здоровье,157,2553,400821
2468,Одежда и обувь,1809,2906,5256954
2470,Товары для дома,118,4600,542800
2472,Одежда и обувь,354,3056,1081824
2474,Хобби и DIY,529,3141,1661589
2475,Товары для дома,453,4454,2017662
2477,Красота и здоровье,117,2640,308880
2484,Одежда и обувь,543,3571,1939053
2485,Красота и здоровье,364,2566,934024
2488,Электроника,105,12738,1337490
2489,Одежда и обувь,757,2879,2179403
2491,Продукты питания,187,1812,338844
2495,Одежда и обувь,211,3268,689548
2496,Услуги и подписки,488,1391,678808
2497,Товары для дома,341,5717,1949497
2498,Продукты питания,1124,2338,2627912
2499,Красота и здоровье,300,2907,872100
2501,Услуги и подписки,680,1772,1204960
2504,Продукты питания,300,1756,526800
2505,Красота и здоровье,599,2534,1517866
2506,Услуги и подписки,805,1345,1082725
2507,Услуги и подписки,174,1521,264654
2508,Одежда и обувь,201,3037,610437
2517,Красота и здоровье,360,2269,816840
2519,Товары для дома,277,3294,912438
2522,Красота и здоровье,292,2743,800956
2523,Красота и здоровье,542,2968,1608656
2528,Хобби и DIY,86,3046,261956
2529,Хобби и DIY,149,2949,439401
2533,Одежда и обувь,351,3735,1310985
2536,Хобби и DIY,390,2600,1014000
2537,Электроника,274,10373,2842202
2541,Услуги и подписки,195,1306,254670
2544,Красота и здоровье,326,2505,816630
2547,Хобби и DIY,145,1997,289565
2548,Электроника,87,13665,1188855
2549,Продукты питания,978,1995,1951110
2552,Услуги и подписки,228,1596,363888
2554,Красота и здоровье,1741,2885,5022785
2556,Одежда и обувь,549,2664,1462536
2557,Одежда и обувь,1070,3077,3292390
2560,Электроника,182,11020,2005640
2564,Одежда и обувь,638,3167,2020546
2567,Электроника,143,11710,1674530
2568,Красота и здоровье,119,1924,228956
2570,Электроника,450,13861,6237450
2571,Одежда и обувь,385,3949,1520365
2575,Электроника,402,11670,4691340
2577,Хобби и DIY,505,2495,1259975
2581,Хобби и DIY,111,2973,330003
2586,Продукты питания,257,1883,483931
2595,Услуги и подписки,210,1601,336210
2596,Товары для дома,87,4303,374361
2600,Электроника,217,13736,2980712
2601,Одежда и обувь,1100,3561,3917100
2607,Услуги и подписки,172,1419,244068
2608,Одежда и обувь,699,3381,2363319
2609,Товары для дома,221,3649,806429
2614,Красота и здоровье,283,2513,711179
2618,Красота и здоровье,316,2609,824444
2619,Одежда и обувь,648,3229,2092392
2621,Товары для дома,176,4398,774048
2622,Красота и здоровье,322,3031,975982
2623,Одежда и обувь,388,3907,1515916
2624,Электроника,193,12863,2482559
2628,Красота и здоровье,193,2713,523609
2632,Электроника,297,10013,2973861
2633,Электроника,148,11076,1639248
2635,Одежда и обувь,271,3210,869910
2636,Продукты питания,364,1658,603512
2638,Электроника,173,14344,2481512
2641,Продукты питания,313,1758,550254
2647,Электроника,74,10944,809856
2649,Продукты питания,382,2356,899992
2650,Одежда и обувь,590,4152,2449680
2651,Одежда и обувь,681,3699,2519019
2653,Одежда и обувь,942,2608,2456736
2655,Одежда и обувь,711,4002,2845422
2661,Одежда и обувь,647,3987,2579589
2664,Услуги и подписки,396,1188,470448
2665,Одежда и обувь,395,2476,978020
2667,Одежда и обувь,902,3174,2862948
2669,Одежда и обувь,517,3548,1834316
2671,Услуги и подписки,261,1757,458577
2677,Одежда и обувь,272,2631,715632
2678,Продукты питания,523,2313,1209699
2682,Красота и здоровье,385,2078,800030
2683,Электроника,271,14132,3829772
2686,Товары для дома,117,4883,571311
2687,Одежда и обувь,802,3912,3137424
2688,Одежда и обувь,490,3553,1740970
2690,Услуги и подписки,177,1488,263376
2694,Красота и здоровье,248,2813,697624
2695,Одежда и обувь,345,3077,1061565
2699,Товары для дома,300,4829,1448700
2700,Товары для дома,197,4109,809473
2701,Товары для дома,239,5330,1273870
2702,Товары для дома,193,5592,1079256
2705,Одежда и обувь,504,3585,1806840
2706,Одежда и обувь,289,3489,1008321
2707,Продукты питания,136,1832,249152
2708,Одежда и обувь,2332,4381,10216492
2709,Товары для дома,255,4878,1243890
2710,Одежда и обувь,2737,2762,7559594
2711,Одежда и обувь,518,3630,1880340
2714,Товары для дома,246,4932,1213272
2716,Одежда и обувь,459,4247,1949373
2717,Товары для дома,340,4893,1663620
2718,Продукты питания,432,1591,687312
2720,Одежда и обувь,257,4093,1051901
2721,Одежда и обувь,301,3523,1060423
2725,Красота и здоровье,163,2422,394786
2727,Электроника,190,16269,3091110
2728,Товары для дома,271,4882,1323022
2729,Одежда и обувь,570,3173,1808610
2730,Красота и здоровье,214,2898,620172
2731,Одежда и обувь,275,3792,1042800
2732,Одежда и обувь,1003,3775,3786325
2734,Продукты питания,455,2207,1004185
2736,Продукты питания,559,1467,820053
2737,Одежда и обувь,906,3741,3389346
2745,Продукты питания,132,1919,253308
2750,Товары для дома,256,4980,1274880
2751,Услуги и подписки,531,1409,748179
2753,Одежда и обувь,271,3228,874788
2756,Красота и здоровье,170,2524,429080
2758,Продукты питания,215,1931,415165
2760,Одежда и обувь,230,2504,575920
2761,Красота и здоровье,434,2825,1226050
2762,Одежда и обувь,592,3800,2249600
2763,Одежда и обувь,268,3591,962388
2764,Электроника,65,13707,890955
2766,Электроника,111,14284,1585524
2769,Красота и здоровье,568,2674,1518832
2773,Красота и здоровье,164,3282,538248
2774,Товары для дома,93,4902,455886
2784,Одежда и обувь,482,3798,1830636
2785,Электроника,89,11426,1016914
2790,Одежда и обувь,1306,3345,4368570
2793,Хобби и DIY,165,3059,504735
2794,Хобби и DIY,123,2646,325458
2801,Красота и здоровье,248,2425,601400
2804,Услуги и подписки,198,1562,309276
2807,Красота и здоровье,230,2613,600990
2808,Хобби и DIY,570,2399,1367430
2809,Хобби и DIY,256,2576,659456
2816,Одежда и обувь,451,3489,1573539
2817,Электроника,191,9072,1732752
2818,Товары для дома,156,4926,768456
2821,Одежда и обувь,882,3031,2673342
2823,Электроника,26,12400,322400
2824,Одежда и обувь,363,2882,1046166
2829,Красота и здоровье,163,2488,405544
2832,Электроника,269,15560,4185640
2835,Услуги и подписки,262,1316,344792
2837,Товары для дома,86,4507,387602
2838,Хобби и DIY,135,2578,348030
2841,Одежда и обувь,478,2529,1208862
2842,Одежда и обувь,1081,2687,2904647
2843,Одежда и обувь,558,3620,2019960
2849,Электроника,155,11873,1840315
2850,Одежда и обувь,491,4129,2027339
2853,Продукты питания,103,1684,173452
2854,Одежда и обувь,303,4154,1258662
2857,Одежда и обувь,160,2680,428800
2858,Электроника,480,12531,6014880
2859,Одежда и обувь,364,3028,1102192
2866,Одежда и обувь,678,3706,2512668
2875,Товары для дома,125,4505,563125
2878,Электроника,127,11946,1517142
2882,Одежда и обувь,394,3352,1320688
2884,Электроника,210,16706,3508260
2890,Красота и здоровье,257,3027,777939
2892,Одежда и обувь,329,3204,1054116
2893,Одежда и обувь,152,3001,456152
2895,Одежда и обувь,1604,3033,4864932
2900,Электроника,118,11073,1306614
2902,Товары для дома,175,5496,961800
2904,Продукты питания,259,1727,447293
2913,Товары для дома,470,5601,2632470
2914,Электроника,109,14618,1593362
2915,Красота и здоровье,213,2547,542511
2916,Одежда и обувь,526,2787,1465962
2917,Одежда и обувь,917,3712,3403904
2923,Продукты питания,354,1611,570294
2924,Красота и здоровье,286,2599,743314
2928,Одежда и обувь,441,4012,1769292
2929,Товары для дома,168,3467,582456
2932,Товары для дома,602,4731,2848062
2936,Услуги и подписки,162,1382,223884
2937,Одежда и обувь,586,3207,1879302
2939,Продукты питания,262,1575,412650
2945,Продукты питания,496,2373,1177008
2950,Одежда и обувь,456,3466,1580496
2951,Электроника,179,9647,1726813
2954,Одежда и обувь,494,3550,1753700
2959,Электроника,85,14529,1234965
2960,Одежда и обувь,454,3368,1529072
2966,Одежда и обувь,173,4064,703072
2970,Электроника,177,9589,1697253
2971,Услуги и подписки,191,1705,325655
2972,Продукты питания,315,1842,580230
2973,Электроника,159,11418,1815462
2976,Продукты питания,387,2080,804960
2980,Одежда и обувь,132,3714,490248
2981,Одежда и обувь,382,4018,1534876
2982,Одежда и обувь,543,3998,2170914
2989,Одежда и обувь,1118,3429,3833622
2994,Услуги и подписки,1049,1210,1269290
2995,Одежда и обувь,1406,2655,3732930
2998,Одежда и обувь,315,2695,848925
3002,Электроника,213,12128,2583264
3007,Красота и здоровье,520,2676,1391520
3010,Товары для дома,318,5223,1660914
3011,Услуги и подписки,251,1603,402353
3012,Электроника,188,11532,2168016
3014,Одежда и обувь,602,3959,2383318
3016,Электроника,116,15268,1771088
3018,Хобби и DIY,168,2371,398328
3022,Электроника,83,12633,1048539
3023,Хобби и DIY,541,2920,1579720
3028,Одежда и обувь,408,3993,1629144
3031,Услуги и подписки,366,1608,588528
3032,Продукты питания,436,1763,768668
3033,Одежда и обувь,544,2980,1621120
3035,Продукты питания,541,1653,894273
3036,Товары для дома,438,4747,2079186
3038,Одежда и обувь,540,3189,1722060
3039,Одежда и обувь,801,2875,2302875
3040,Продукты питания,507,2063,1045941
3041,Одежда и обувь,253,3257,824021
3042,Одежда и обувь,524,3578,1874872
3044,Одежда и обувь,458,2870,1314460
3047,Услуги и подписки,389,1682,654298
3048,Одежда и обувь,760,3739,2841640
3050,Услуги и подписки,298,1708,508984
3051,Электроника,214,12615,2699610
3053,Товары для дома,262,4761,1247382
3054,Электроника,127,13762,1747774
3060,Одежда и обувь,1032,3928,4053696
3066,Товары для дома,335,4886,1636810
3067,Услуги и подписки,805,1218,980490
3068,Красота и здоровье,281,2458,690698
3069,Красота и здоровье,227,3022,685994
3072,Электроника,55,13985,769175
3079,Электроника,627,13273,8322171
3087,Красота и здоровье,420,2467,1036140
3088,Продукты питания,622,2289,1423758
3092,Хобби и DIY,405,2365,957825
3094,Одежда и обувь,578,3407,1969246
3095,Одежда и обувь,362,3597,1302114
3097,Электроника,294,13460,3957240
3098,Одежда и обувь,472,3077,1452344
3105,Продукты питания,149,2089,311261
3112,Одежда и обувь,1234,3644,4496696
3115,Одежда и обувь,293,3476,1018468
3117,Одежда и обувь,357,3575,1276275
3118,Красота и здоровье,487,2433,1184871
3124,Одежда и обувь,177,4159,736143
3125,Электроника,188,14884,2798192
3127,Продукты питания,466,1751,815966
3129,Красота и здоровье,571,2551,1456621
3131,Услуги и подписки,401,1708,684908
3132,Электроника,266,13834,3679844
3135,Электроника,292,13015,3800380
3136,Товары для дома,555,4330,2403150
3137,Товары для дома,192,4390,842880
3138,Красота и здоровье,183,2633,481839
3139,Одежда и обувь,318,4095,1302210
3142,Красота и здоровье,447,2974,1329378
3143,Продукты питания,346,2051,709646
3144,Продукты питания,291,2078,604698
3147,Продукты питания,732,1386,1014552
3149,Электроника,244,13331,3252764
3150,Товары для дома,587,5098,2992526
3151,Товары для дома,288,4055,1167840
3156,Услуги и подписки,389,1908,742212
3157,Электроника,143,13570,1940510
3158,Красота и здоровье,99,2788,276012
3160,Красота и здоровье,237,2376,563112
3165,Одежда и обувь,358,3524,1261592
3170,Электроника,85,13094,1112990
3173,Продукты питания,449,2347,1053803
3174,Услуги и подписки,479,1680,804720
3175,Красота и здоровье,247,2674,660478
3179,Красота и здоровье,396,2139,847044
3180,Продукты питания,298,1622,483356
3181,Одежда и обувь,495,2365,1170675
3183,Электроника,129,12339,1591731
3188,Красота и здоровье,377,2772,1045044
3192,Услуги и подписки,399,1520,606480
3195,Товары для дома,640,5299,3391360
3200,Электроника,131,16143,2114733
3203,Продукты питания,364,1691,615524
3205,Услуги и подписки,538,1334,717692
3206,Услуги и подписки,240,1528,366720
3208,Продукты питания,540,1550,837000
3210,Красота и здоровье,242,2590,626780
3214,Одежда и обувь,671,3225,2163975
3218,Одежда и обувь,750,2891,2168250
3220,Электроника,369,10845,4001805
3223,Электроника,118,12032,1419776
3226,Хобби и DIY,209,2484,519156
3227,Одежда и обувь,499,3265,1629235
3229,Товары для дома,101,5705,576205
3231,Одежда и обувь,383,3838,1469954
3236,Одежда и обувь,358,3571,1278418
3238,Электроника,228,13881,3164868
3249,Хобби и DIY,99,2378,235422
3252,Услуги и подписки,305,1616,492880
3254,Одежда и обувь,544,3001,1632544
3255,Электроника,257,13747,3532979
3257,Услуги и подписки,223,1834,408982
3258,Одежда и обувь,239,3818,912502
3262,Товары для дома,416,5440,2263040
3263,Хобби и DIY,117,2364,276588
3265,Электроника,329,12838,4223702
3266,Товары для дома,247,5088,1256736
3268,Красота и здоровье,332,2940,976080
3269,Одежда и обувь,755,3125,2359375
3273,Товары для дома,356,4874,1735144
3276,Одежда и обувь,518,4084,2115512
3277,Электроника,142,12977,1842734
3278,Красота и здоровье,312,1916,597792
3281,Одежда и обувь,200,2964,592800
3284,Электроника,309,11873,3668757
3288,Красота и здоровье,199,2304,458496
3289,Красота и здоровье,241,2701,650941
3292,Одежда и обувь,434,3896,1690864
3295,Продукты питания,504,2219,1118376
3296,Одежда и обувь,503,3999,2011497
3297,Продукты питания,591,1782,1053162
3298,Товары для дома,332,4813,1597916
3299,Товары для дома,160,4890,782400
3303,Красота и здоровье,205,3538,725290
3304,Электроника,155,13539,2098545
3306,Электроника,267,12718,3395706
3311,Товары для дома,336,4417,1484112
3314,Красота и здоровье,454,3003,1363362
3315,Одежда и обувь,469,2925,1371825
3318,Красота и здоровье,556,2706,1504536
3320,Хобби и DIY,194,2702,524188
3327,Продукты питания,296,1842,545232
3329,Продукты питания,355,2354,835670
3330,Товары для дома,391,5269,2060179
3333,Красота и здоровье,732,2946,2156472
3334,Одежда и обувь,209,2950,616550
3335,Одежда и обувь,625,3854,2408750
3337,Одежда и обувь,223,3998,891554
3342,Услуги и подписки,192,1561,299712
3347,Услуги и подписки,375,1431,536625
3348,Услуги и подписки,309,1364,421476
3349,Товары для дома,160,4946,791360
3351,Красота и здоровье,251,2556,641556
3353,Продукты питания,684,1776,1214784
3354,Красота и здоровье,334,2766,923844
3356,Одежда и обувь,540,3505,1892700
3361,Одежда и обувь,946,3266,3089636
3362,Электроника,276,12323,3401148
3366,Красота и здоровье,259,2083,539497
3367,Хобби и DIY,224,2662,596288
3370,Услуги и подписки,252,1285,323820
3377,Одежда и обувь,569,3260,1854940
3379,Товары для дома,97,5102,494894
3380,Одежда и обувь,395,2662,1051490
3387,Товары для дома,272,4754,1293088
3391,Электроника,97,13389,1298733
3400,Продукты питания,342,1557,532494
3401,Одежда и обувь,223,3161,704903
3403,Электроника,265,10786,2858290
3406,Хобби и DIY,344,2990,1028560
3409,Красота и здоровье,184,2409,443256
3411,Электроника,75,11785,883875
3415,Электроника,242,14138,3421396
3419,Хобби и DIY,183,2622,479826
3422,Услуги и подписки,371,1828,678188
3425,Хобби и DIY,235,2876,675860
3427,Продукты питания,442,2006,886652
3428,Товары для дома,530,5193,2752290
3431,Одежда и обувь,1218,3934,4791612
3433,Электроника,516,8038,4147608
3434,Продукты питания,1274,2059,2623166
3436,Услуги и подписки,196,1353,265188
3438,Товары для дома,450,4205,1892250
3442,Товары для дома,277,4818,1334586
3447,Красота и здоровье,112,2574,288288
3450,Одежда и обувь,718,2686,1928548
3454,Электроника,121,10976,1328096
3455,Красота и здоровье,320,2159,690880
3457,Услуги и подписки,155,1349,209095
3459,Одежда и обувь,1107,3606,3991842
3460,Хобби и DIY,98,2577,252546
3462,Товары для дома,167,5069,846523
3463,Продукты питания,768,1719,1320192
3466,Одежда и обувь,628,3957,2484996
3469,Продукты питания,1100,1796,1975600
3473,Продукты питания,668,2104,1405472
3474,Электроника,330,12897,4256010
3477,Продукты питания,231,1723,398013
3478,Одежда и обувь,654,4284,2801736
3479,Хобби и DIY,437,3100,1354700
3480,Электроника,99,12471,1234629
3482,Одежда и обувь,543,3776,2050368
3484,Красота и здоровье,303,2595,786285
3486,Услуги и подписки,337,1451,488987
3487,Красота и здоровье,487,2381,1159547
3490,Одежда и обувь,582,3395,1975890
3492,Электроника,549,13281,7291269
3493,Одежда и обувь,148,3487,516076
3495,Хобби и DIY,37,2888,106856
3499,Услуги и подписки,253,1496,378488
3501,Одежда и обувь,1090,2868,3126120
3510,Хобби и DIY,147,2830,416010
3514,Услуги и подписки,230,1368,314640
3515,Продукты питания,144,1518,218592
3517,Хобби и DIY,135,2616,353160
3519,Услуги и подписки,217,1399,303583
3524,Услуги и подписки,264,1342,354288
3525,Товары для дома,231,4109,949179
3527,Электроника,263,13168,3463184
3528,Красота и здоровье,252,2381,600012
3529,Электроника,113,11292,1275996
3530,Одежда и обувь,545,3542,1930390
3535,Электроника,178,12409,2208802
3539,Продукты питания,209,1970,411730
3540,Одежда и обувь,663,3314,2197182
3541,Электроника,90,13260,1193400
3542,Услуги и подписки,415,1227,509205
3554,Электроника,135,14939,2016765
3555,Красота и здоровье,171,2043,349353
3556,Продукты питания,1883,2081,3918523
3559,Одежда и обувь,572,3328,1903616
3561,Хобби и DIY,286,3387,968682
3563,Электроника,173,12797,2213881
3565,Электроника,371,13761,5105331
3571,Электроника,270,9543,2576610
3572,Электроника,155,14637,2268735
3574,Хобби и DIY,273,2836,774228
3580,Одежда и обувь,1038,2653,2753814
3582,Хобби и DIY,127,2469,313563
3583,Электроника,179,12258,2194182
3587,Услуги и подписки,915,1689,1545435
3589,Электроника,201,12318,2475918
3590,Товары для дома,461,4118,1898398
3592,Продукты питания,646,1787,1154402
3596,Товары для дома,456,5199,2370744
3598,Одежда и обувь,935,3340,3122900
3600,Электроника,40,13754,550160
3604,Одежда и обувь,404,2390,965560
3607,Одежда и обувь,457,4130,1887410
3612,Товары для дома,294,4862,1429428
3619,Продукты питания,253,1965,497145
3620,Одежда и обувь,509,3739,1903151
3621,Товары для дома,125,5624,703000
3625,Одежда и обувь,178,3857,686546
3629,Одежда и обувь,2365,3064,7246360
3634,Товары для дома,197,3899,768103
3636,Услуги и подписки,585,1585,927225
3637,Красота и здоровье,525,2965,1556625
3641,Услуги и подписки,231,1586,366366
3642,Красота и здоровье,741,1943,1439763
3649,Услуги и подписки,177,1866,330282
3650,Одежда и обувь,518,3180,1647240
3652,Одежда и обувь,756,3744,2830464
3653,Электроника,183,9852,1802916
3658,Услуги и подписки,266,1750,465500
3661,Продукты питания,140,2125,297500
3665,Одежда и обувь,825,3219,2655675
3666,Хобби и DIY,265,3114,825210
3670,Продукты питания,315,1939,610785
3671,Одежда и обувь,903,3738,3375414
3674,Хобби и DIY,184,2660,489440
